Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2017-02-03,Delhi,194.99,427.02,155.9,88.38,66.62,62.33,1.26,19.98,39.02,5.72,14.11,0.0,438.0,Severe
2017-02-04,Delhi,186.65,324.14,70.65,62.01,40.48,57.26,0.92,17.04,43.9,4.05,11.24,0.0,407.0,Severe
2017-02-05,Delhi,146.49,286.46,33.48,49.57,29.4,40.73,0.84,18.3,44.68,2.87,6.0,0.0,312.0,Very Poor
2017-02-06,Delhi,176.04,414.89,87.2,60.62,54.74,46.21,1.03,17.23,35.21,4.0,9.33,0.0,367.0,Very Poor
2017-02-07,Delhi,77.85,218.27,31.01,55.29,34.25,28.73,0.62,16.07,36.12,2.5,5.44,0.0,263.0,Poor
2017-02-08,Delhi,129.1,325.78,66.7,69.98,54.66,31.42,0.83,17.2,34.28,3.57,7.19,0.0,287.0,Poor
2017-02-09,Delhi,133.12,303.04,61.19,67.24,53.3,39.7,0.75,20.84,36.78,3.34,7.05,0.0,346.0,Very Poor
2017-02-10,Delhi,120.43,272.12,66.43,62.77,55.46,47.34,0.68,20.09,35.09,3.17,5.86,0.0,314.0,Very Poor
2017-02-11,Delhi,129.09,275.18,92.87,58.31,59.11,55.54,0.54,17.55,31.87,2.84,5.56,0.0,314.0,Very Poor
2017-02-12,Delhi,166.55,250.37,97.85,56.97,61.64,95.27,0.38,19.9,31.11,2.2,3.89,0.0,314.0,Very Poor
2017-02-13,Delhi,130.62,268.92,81.77,73.3,61.81,51.62,0.79,21.25,36.88,3.71,8.26,0.0,298.0,Poor
2017-02-14,Delhi,168.96,358.24,65.02,81.51,57.92,50.31,0.87,21.87,35.28,4.04,7.54,0.0,319.0,Very Poor
2017-02-15,Delhi,183.98,386.01,82.12,82.14,64.01,54.38,0.78,21.26,31.92,4.76,8.33,0.0,382.0,Very Poor
2017-02-16,Delhi,163.86,335.5,62.07,78.82,55.79,55.87,0.72,21.02,31.57,3.67,7.68,0.0,352.0,Very Poor
2017-02-17,Delhi,112.02,330.9,50.86,72.55,52.64,53.4,0.71,19.33,32.42,3.42,6.45,0.0,309.0,Very Poor
2017-02-18,Delhi,107.13,352.54,81.6,71.98,57.13,62.34,0.66,19.29,30.24,4.05,7.84,0.0,301.0,Very Poor
2017-02-19,Delhi,109.38,364.83,105.3,68.84,64.27,75.4,0.78,18.33,29.1,3.12,6.7,0.0,274.0,Poor
2017-02-20,Delhi,126.74,406.49,152.15,67.45,82.63,83.01,1.06,23.96,35.07,3.79,11.64,0.0,313.0,Very Poor
2017-02-21,Delhi,106.92,303.47,67.69,60.72,60.22,66.01,0.7,19.57,33.71,3.44,5.9,0.0,310.0,Very Poor
2017-02-22,Delhi,93.03,270.3,84.46,65.62,62.23,58.5,0.8,19.84,38.35,3.83,10.09,0.0,258.0,Poor
2017-02-23,Delhi,182.29,158.96,37.77,55.22,34.91,38.51,0.27,13.77,44.58,2.29,4.93,0.0,238.0,Poor
2017-02-24,Delhi,451.25,104.82,22.53,42.2,16.05,29.63,0.0,6.64,55.11,0.33,2.44,0.0,449.0,Severe
2017-02-25,Delhi,425.22,103.74,28.71,46.64,19.0,34.4,0.0,8.41,55.2,0.39,2.19,0.0,516.0,Severe
2017-02-26,Delhi,328.23,198.09,50.17,59.34,38.8,40.72,0.41,17.55,31.79,1.84,5.09,0.0,520.0,Severe
2017-02-27,Delhi,178.5,255.65,68.74,72.8,57.4,43.29,0.8,21.66,35.64,3.67,7.86,0.0,363.0,Very Poor
2017-02-28,Delhi,149.73,382.34,135.95,94.66,72.79,76.09,1.42,28.15,38.79,5.21,15.38,0.0,362.0,Very Poor
2017-03-01,Delhi,127.9,359.47,122.04,79.46,60.34,73.27,0.92,24.07,45.24,5.06,14.64,0.0,397.0,Very Poor
2017-03-02,Delhi,114.68,300.55,64.39,69.08,48.81,62.98,0.47,23.53,35.22,3.36,9.96,0.0,280.0,Poor
2017-03-03,Delhi,67.83,181.19,45.45,56.64,41.38,41.85,0.57,19.69,32.02,2.78,7.1,0.0,206.0,Poor
2017-03-04,Delhi,82.32,196.84,48.61,60.55,44.96,39.3,0.57,22.03,27.77,3.6,7.78,0.0,190.0,Moderate
2017-03-05,Delhi,90.6,229.62,42.58,61.48,43.44,34.4,0.69,25.34,31.88,3.71,6.61,0.0,210.0,Poor
2017-03-06,Delhi,91.6,242.14,47.05,64.99,47.02,33.66,0.76,26.91,30.68,3.63,6.57,0.0,201.0,Poor
2017-03-07,Delhi,112.41,307.78,84.73,65.16,58.96,43.71,0.89,30.7,34.43,4.43,11.46,0.0,243.0,Poor
2017-03-08,Delhi,134.4,224.36,37.88,49.88,33.11,36.04,0.43,24.14,35.35,2.93,6.45,0.0,267.0,Poor
2017-03-09,Delhi,106.45,142.78,36.2,39.68,21.71,32.12,0.23,20.15,45.45,2.28,5.59,0.0,245.0,Poor
2017-03-10,Delhi,68.88,106.39,23.17,33.32,15.14,25.51,0.21,17.93,47.51,1.58,4.4,0.0,165.0,Moderate
2017-03-11,Delhi,37.49,110.65,29.5,32.0,17.11,24.61,0.25,19.4,47.14,1.84,5.33,0.0,102.0,Moderate
2017-03-12,Delhi,64.42,169.87,31.79,32.11,17.93,24.24,0.26,20.11,42.82,2.76,5.78,0.0,159.0,Moderate
2017-03-13,Delhi,74.58,182.79,17.82,27.78,11.86,21.02,0.24,19.33,34.2,2.78,3.95,0.0,174.0,Moderate
2017-03-14,Delhi,102.46,284.27,36.09,34.28,21.26,22.58,0.4,22.37,34.99,3.56,7.23,0.0,270.0,Poor
2017-03-15,Delhi,112.71,319.97,59.15,42.06,30.58,37.36,0.45,23.96,32.01,3.83,9.02,0.0,397.0,Very Poor
2017-03-16,Delhi,125.8,348.95,73.95,42.18,35.0,43.07,0.52,23.59,31.9,3.93,9.51,0.0,371.0,Very Poor
2017-03-17,Delhi,114.07,288.64,36.4,38.7,20.84,29.62,0.65,21.42,32.6,3.29,6.72,0.0,328.0,Very Poor
2017-03-18,Delhi,96.39,267.96,43.27,46.65,25.98,33.5,0.6,22.29,33.42,3.35,7.45,0.0,254.0,Poor
2017-03-19,Delhi,120.43,350.42,80.86,51.65,41.4,43.17,0.81,22.89,31.83,4.4,9.77,0.0,342.0,Very Poor
2017-03-20,Delhi,121.21,332.73,41.69,49.53,26.14,34.32,0.77,22.25,30.92,3.66,6.47,0.0,367.0,Very Poor
2017-03-21,Delhi,128.51,365.67,46.31,51.94,29.59,33.99,0.83,24.38,28.61,4.41,7.75,0.0,400.0,Very Poor
2017-03-22,Delhi,120.88,405.64,86.41,69.31,31.85,49.03,0.58,28.88,20.88,4.89,10.6,0.0,390.0,Very Poor
2017-03-23,Delhi,151.17,342.53,135.8,70.55,29.17,73.23,0.55,27.21,31.7,2.33,5.55,0.0,417.0,Severe
2017-03-24,Delhi,149.42,282.88,45.21,79.52,32.77,76.02,0.68,22.09,19.74,1.7,3.68,0.0,359.0,Very Poor
2017-03-25,Delhi,168.23,254.71,49.68,83.82,45.26,59.37,0.31,15.18,22.26,1.5,2.76,0.0,309.0,Very Poor
2017-03-26,Delhi,118.34,247.77,43.09,78.84,42.21,53.05,0.31,14.85,23.14,1.56,2.36,0.0,292.0,Poor
2017-03-27,Delhi,156.38,218.98,38.44,79.24,40.77,52.56,0.33,17.55,23.49,1.53,2.67,0.0,278.0,Poor
2017-03-28,Delhi,152.66,289.95,61.08,85.54,53.58,61.73,0.42,18.24,18.81,2.47,4.81,0.0,320.0,Very Poor
2017-03-29,Delhi,113.62,311.56,77.91,75.87,59.57,58.95,0.45,17.26,15.36,3.28,5.26,0.0,350.0,Very Poor
2017-03-30,Delhi,69.44,204.22,61.61,76.28,46.32,57.35,0.37,23.72,14.88,1.59,2.94,0.0,234.0,Poor
2017-03-31,Delhi,91.19,285.69,76.66,84.22,56.29,67.36,0.41,20.48,22.61,2.01,4.14,0.0,233.0,Poor
2017-04-01,Delhi,105.71,291.02,84.88,81.75,63.72,68.33,0.52,20.05,22.94,2.85,6.71,0.0,341.0,Very Poor
2017-04-02,Delhi,83.36,210.86,49.44,77.96,46.98,59.67,0.42,19.33,34.73,2.13,4.93,0.0,259.0,Poor
2017-04-03,Delhi,70.62,192.27,55.93,83.8,49.07,58.96,0.37,24.03,32.92,1.52,3.35,0.0,204.0,Poor
2017-04-04,Delhi,84.4,234.82,57.09,73.67,43.73,63.38,0.39,24.14,31.95,1.58,2.83,0.0,220.0,Poor
2017-04-05,Delhi,47.67,207.72,34.82,64.65,34.67,66.8,0.32,19.75,29.86,1.09,4.83,0.0,255.0,Poor
2017-04-06,Delhi,62.44,252.48,39.61,67.13,39.78,59.04,0.3,17.21,30.66,0.96,2.04,0.0,211.0,Poor
2017-04-07,Delhi,150.76,543.0,61.75,74.99,47.72,51.4,0.35,27.69,35.44,1.68,3.49,0.0,428.0,Severe
2017-04-08,Delhi,151.25,410.15,104.57,77.6,56.4,55.26,0.48,33.4,36.52,2.03,3.68,0.0,497.0,Severe
2017-04-09,Delhi,68.88,190.42,36.79,68.1,34.4,38.77,0.27,22.78,52.48,0.89,1.81,0.0,289.0,Poor
2017-04-10,Delhi,129.15,237.88,33.56,72.06,34.8,37.48,0.29,21.85,54.89,1.16,2.21,0.0,285.0,Poor
2017-04-11,Delhi,146.59,253.07,40.88,71.58,39.52,40.69,0.33,24.49,45.45,1.83,6.95,0.0,368.0,Very Poor
2017-04-12,Delhi,107.69,309.37,45.69,61.17,50.77,43.01,0.64,32.76,33.49,3.08,17.79,0.0,304.0,Very Poor
2017-04-13,Delhi,163.97,375.82,146.3,87.79,59.71,54.53,1.06,43.82,27.66,4.98,22.01,0.0,377.0,Very Poor
2017-04-14,Delhi,184.69,371.87,140.56,110.15,65.91,67.47,1.1,50.31,43.31,6.04,29.96,0.0,418.0,Severe
2017-04-15,Delhi,176.54,343.62,156.79,102.4,58.09,63.27,1.0,42.8,28.5,6.94,42.03,0.0,355.0,Very Poor
2017-04-16,Delhi,175.23,409.95,114.73,102.55,57.91,38.41,1.12,62.6,40.1,8.34,41.02,0.0,416.0,Severe
2017-04-17,Delhi,145.22,389.03,62.73,102.55,48.4,42.18,0.75,42.39,35.43,5.76,31.63,0.0,403.0,Severe
2017-04-18,Delhi,152.84,400.78,56.91,88.05,32.95,41.14,0.4,44.15,28.65,5.52,23.71,0.0,415.0,Severe
2017-04-19,Delhi,136.35,356.47,90.13,80.08,43.78,50.75,0.67,41.33,32.02,4.79,21.33,0.0,412.0,Severe
2017-04-20,Delhi,152.99,324.19,145.19,93.15,64.74,64.48,0.9,37.38,49.2,4.42,18.78,0.0,394.0,Very Poor
2017-04-21,Delhi,130.13,409.7,43.34,103.25,32.82,54.57,0.54,30.82,56.86,2.39,14.76,0.0,357.0,Very Poor
2017-04-22,Delhi,110.54,263.66,38.45,93.8,20.08,39.46,0.0,30.82,56.86,0.5,0.0,0.0,291.0,Poor
2017-04-23,Delhi,103.42,260.82,69.5,75.05,37.43,40.33,0.28,29.4,55.86,1.0,5.6,0.0,244.0,Poor
2017-04-24,Delhi,99.09,266.24,59.96,61.32,37.61,34.43,1.09,31.95,42.6,2.04,18.62,0.0,287.0,Poor
2017-04-25,Delhi,96.07,287.92,46.18,69.59,44.02,31.0,0.63,39.9,50.43,2.06,14.87,0.0,254.0,Poor
2017-04-26,Delhi,72.31,189.5,69.69,72.94,57.76,34.01,0.63,29.27,38.6,1.62,18.82,0.0,242.0,Poor
2017-04-27,Delhi,93.14,271.06,73.82,73.49,59.27,37.41,0.72,46.69,41.04,2.0,15.72,0.0,223.0,Poor
2017-04-28,Delhi,109.36,271.94,61.19,68.76,52.75,33.57,0.86,39.58,33.66,2.14,13.35,0.0,243.0,Poor
2017-04-29,Delhi,126.74,303.75,82.18,85.21,66.92,42.48,1.1,54.52,40.95,3.13,16.23,0.0,237.0,Poor
2017-04-30,Delhi,80.81,234.05,33.5,65.55,32.27,34.42,0.71,46.62,57.8,2.1,13.6,0.0,275.0,Poor
2017-05-01,Delhi,85.8,211.83,64.66,70.38,41.01,40.22,1.05,56.64,42.85,2.89,16.32,0.0,183.0,Moderate
2017-05-02,Delhi,198.2,313.23,133.01,108.48,65.63,44.95,1.41,50.78,58.08,3.14,16.69,0.0,370.0,Very Poor
2017-05-03,Delhi,145.74,367.73,62.01,97.21,58.52,44.27,1.06,54.83,43.78,3.15,16.32,0.0,419.0,Severe
2017-05-04,Delhi,109.91,302.02,44.86,67.76,43.5,34.41,0.83,34.97,45.95,1.7,12.37,0.0,317.0,Very Poor
2017-05-05,Delhi,207.4,429.32,68.51,75.66,56.71,32.24,0.99,46.67,50.69,3.17,12.7,0.0,455.0,Severe
2017-05-06,Delhi,204.56,363.53,126.22,92.19,74.14,37.01,1.5,51.7,43.3,3.96,16.74,0.0,435.0,Severe
2017-05-07,Delhi,220.77,376.33,150.24,92.34,91.72,41.82,2.08,45.39,42.33,4.33,17.84,0.0,468.0,Severe
2017-05-08,Delhi,183.82,392.34,78.17,94.19,68.74,50.62,1.34,52.99,39.49,4.58,16.63,0.0,442.0,Severe
2017-05-09,Delhi,109.76,334.65,24.91,65.21,35.7,36.69,0.64,36.94,43.99,2.73,21.07,0.0,400.0,Very Poor
2017-05-10,Delhi,74.42,242.54,11.75,46.48,21.01,34.59,0.6,35.61,61.69,1.94,14.05,0.0,223.0,Poor
2017-05-11,Delhi,94.28,263.87,25.99,62.22,35.29,30.7,0.85,44.94,68.53,2.83,17.74,0.0,220.0,Poor
2017-05-12,Delhi,216.96,500.59,47.65,70.84,46.27,35.38,0.89,65.5,66.7,3.33,18.9,0.0,474.0,Severe
2017-05-13,Delhi,198.09,356.85,72.18,87.53,69.94,42.62,1.17,53.24,63.83,4.61,26.2,0.0,479.0,Severe
2017-05-14,Delhi,121.76,334.51,61.83,70.37,58.22,32.57,0.89,44.98,41.08,4.09,23.08,0.0,373.0,Very Poor
2017-05-15,Delhi,135.54,381.35,89.05,75.55,69.21,37.08,0.7,46.16,34.75,3.43,18.26,0.0,354.0,Very Poor
2017-05-16,Delhi,123.21,375.15,34.5,54.83,30.75,20.17,0.57,41.96,52.5,2.51,14.55,0.0,349.0,Very Poor
2017-05-17,Delhi,78.18,287.99,24.59,47.84,30.59,12.09,0.4,39.01,48.38,1.62,12.72,0.0,264.0,Poor
2017-05-18,Delhi,126.04,279.92,9.76,50.3,20.34,13.57,0.41,55.11,52.39,2.24,13.46,0.0,188.0,Moderate
2017-05-19,Delhi,139.1,329.12,37.79,58.93,38.72,27.59,0.71,41.31,45.33,1.72,11.14,0.0,294.0,Poor
2017-05-20,Delhi,233.82,352.76,58.84,59.74,41.26,25.31,0.9,36.26,46.67,1.84,11.51,0.0,334.0,Very Poor
2017-05-21,Delhi,178.44,505.07,65.22,52.38,37.23,13.02,0.88,40.4,49.89,2.42,13.96,0.0,505.0,Severe
2017-05-22,Delhi,110.1,386.67,72.51,63.7,49.96,39.38,0.99,35.36,40.92,3.31,17.75,0.0,349.0,Very Poor
2017-05-23,Delhi,118.43,326.02,135.99,84.21,38.66,56.89,0.89,37.55,39.59,3.5,18.52,0.0,421.0,Severe
2017-05-24,Delhi,107.37,252.35,32.51,80.72,21.67,42.37,0.47,42.21,39.1,3.96,18.3,0.0,238.0,Poor
2017-05-25,Delhi,113.9,222.88,20.0,65.71,23.38,33.07,0.56,41.43,30.8,2.74,14.63,0.0,204.0,Poor
2017-05-26,Delhi,103.75,301.57,19.37,79.07,31.23,49.97,0.65,41.4,53.9,2.56,11.12,0.0,289.0,Poor
2017-05-27,Delhi,69.88,317.07,8.83,50.12,15.96,39.95,0.53,38.55,53.22,1.35,9.27,0.0,236.0,Poor
2017-05-28,Delhi,40.33,150.34,7.16,45.6,15.27,37.97,0.49,31.5,57.01,1.37,9.65,0.0,148.0,Moderate
2017-05-29,Delhi,48.95,150.23,18.15,55.2,23.76,41.24,0.54,26.99,49.0,1.8,11.24,0.0,94.0,Satisfactory
2017-05-30,Delhi,63.27,174.62,17.45,64.11,26.54,47.68,0.5,26.15,54.23,2.2,13.37,0.0,130.0,Moderate
2017-05-31,Delhi,56.38,137.62,26.49,69.98,30.75,53.68,0.83,21.94,50.95,2.37,12.75,0.0,123.0,Moderate
2017-06-01,Delhi,95.23,257.16,53.45,97.33,52.3,57.81,1.08,23.0,65.67,3.26,15.28,0.0,192.0,Moderate
2017-06-02,Delhi,123.44,354.35,82.72,131.55,58.97,60.86,1.08,24.75,45.77,3.2,14.9,0.0,324.0,Very Poor
2017-06-03,Delhi,122.2,362.94,96.1,119.37,71.01,62.41,1.1,23.23,42.56,3.27,14.76,0.0,357.0,Very Poor
2017-06-04,Delhi,121.1,436.35,89.35,92.68,61.23,55.02,0.72,22.69,29.97,2.38,13.45,0.0,393.0,Very Poor
2017-06-05,Delhi,71.89,320.91,58.98,64.07,47.44,41.28,0.56,18.63,20.67,1.6,15.57,0.0,302.0,Very Poor
2017-06-06,Delhi,80.37,348.79,47.89,57.63,42.42,43.51,0.56,16.51,26.41,1.52,15.28,0.0,239.0,Poor
2017-06-07,Delhi,40.87,233.62,23.35,70.77,22.9,48.84,0.29,23.51,39.61,1.11,7.26,0.0,210.0,Poor
2017-06-08,Delhi,41.83,233.62,20.44,79.9,9.88,40.3,0.0,23.51,39.61,0.62,0.0,0.0,77.0,Satisfactory
2017-06-09,Delhi,66.73,295.56,14.64,76.52,9.53,41.19,0.0,23.51,39.61,0.65,0.0,0.0,89.0,Satisfactory
2017-06-10,Delhi,64.63,295.56,22.12,80.04,7.62,41.51,0.0,23.51,39.61,0.6,0.0,0.0,143.0,Moderate
2017-06-11,Delhi,43.02,295.56,19.89,77.07,10.77,38.68,0.0,23.51,39.61,0.6,0.0,0.0,80.0,Satisfactory
2017-06-12,Delhi,57.4,166.25,35.93,106.23,16.06,50.52,0.0,23.51,39.61,0.58,0.0,0.0,92.0,Satisfactory
2017-06-13,Delhi,48.6,244.14,73.59,96.64,18.94,58.1,0.0,23.51,39.61,0.6,0.0,0.0,112.0,Moderate
2017-06-14,Delhi,62.0,310.73,37.26,86.9,8.6,52.51,0.0,23.51,39.61,0.89,0.0,0.0,117.0,Moderate
2017-06-15,Delhi,80.14,205.5,41.28,139.09,5.03,54.71,0.0,23.51,39.61,2.16,0.0,0.0,101.0,Moderate
2017-06-16,Delhi,51.6,124.35,43.17,80.43,12.37,51.3,0.0,23.51,39.61,0.1,0.0,0.0,106.0,Moderate
2017-06-17,Delhi,41.96,87.16,38.8,70.93,10.95,48.94,0.0,23.51,39.61,1.23,0.0,0.0,88.0,Satisfactory
2017-06-18,Delhi,65.19,218.93,48.7,56.65,11.02,48.14,0.0,23.51,39.61,1.04,0.0,0.0,94.0,Satisfactory
2017-06-19,Delhi,60.9,228.2,49.53,36.63,9.3,46.71,0.0,23.51,39.61,0.11,0.0,0.0,150.0,Moderate
2017-06-20,Delhi,35.1,88.82,57.03,99.75,18.49,59.54,0.0,23.51,39.61,0.39,0.0,0.0,97.0,Satisfactory
2017-06-21,Delhi,58.27,87.74,61.79,63.2,13.55,50.91,0.0,23.51,39.61,0.25,0.0,0.0,109.0,Moderate
2017-06-22,Delhi,61.93,124.6,110.0,36.35,11.06,69.13,0.0,23.51,39.61,0.18,0.0,0.0,124.0,Moderate
2017-06-24,Delhi,63.62,245.23,55.51,83.84,14.32,58.3,0.0,23.51,39.61,0.51,0.0,0.0,111.0,Moderate
2017-06-25,Delhi,76.1,325.29,17.77,71.42,8.2,45.21,0.0,23.51,39.61,0.48,0.0,0.0,148.0,Moderate
2017-06-26,Delhi,51.52,359.19,20.96,53.97,7.09,38.93,0.0,23.51,39.61,0.6,0.0,0.0,108.0,Moderate
2017-06-27,Delhi,36.62,286.38,16.9,54.02,6.56,37.64,0.0,23.51,39.61,0.76,0.0,0.0,73.0,Satisfactory
2017-06-28,Delhi,29.83,128.18,30.92,58.02,9.28,41.14,0.0,23.51,39.61,0.71,0.0,0.0,58.0,Satisfactory
2017-06-29,Delhi,22.98,103.8,21.6,35.01,5.52,33.87,0.0,23.51,39.61,0.48,0.0,0.0,58.0,Satisfactory
2017-06-30,Delhi,25.83,90.41,44.88,32.97,8.43,41.27,0.0,23.51,39.61,0.37,0.0,0.0,46.0,Good
2017-07-01,Delhi,43.35,224.62,62.09,17.4,9.35,44.12,0.0,23.51,39.61,0.42,0.0,0.0,84.0,Satisfactory
2017-07-02,Delhi,20.52,223.56,28.19,11.37,4.19,32.97,0.0,23.51,39.61,0.2,0.0,0.0,54.0,Satisfactory
2017-07-03,Delhi,46.71,246.98,28.86,20.06,5.17,32.02,0.0,23.51,39.61,0.58,0.0,0.0,49.0,Good
2017-07-04,Delhi,116.12,246.98,27.08,19.37,4.82,28.8,0.0,23.51,39.61,0.63,0.0,0.0,149.0,Moderate
2017-07-05,Delhi,50.81,246.98,27.08,14.86,5.05,25.81,0.0,23.51,39.61,0.58,0.0,0.0,212.0,Poor
2017-07-06,Delhi,47.17,246.98,18.19,18.32,4.13,24.82,0.0,23.51,39.61,0.1,0.0,0.0,85.0,Satisfactory
2017-07-07,Delhi,41.42,246.98,30.0,18.21,5.09,30.98,0.0,23.51,39.61,0.12,0.0,0.0,77.0,Satisfactory
2017-07-08,Delhi,45.31,246.98,32.87,23.52,6.01,28.82,0.0,23.51,39.61,0.1,0.0,0.0,65.0,Satisfactory
2017-07-09,Delhi,58.46,246.98,67.54,21.16,10.42,41.79,0.0,23.51,39.61,0.14,0.0,0.0,108.0,Moderate
2017-07-10,Delhi,41.92,246.98,25.63,18.81,4.9,27.22,0.0,23.51,39.61,0.15,0.0,0.0,78.0,Satisfactory
2017-07-11,Delhi,33.04,246.98,26.7,21.44,5.01,26.19,0.0,23.51,39.61,0.25,0.0,0.0,59.0,Satisfactory
2017-07-12,Delhi,22.35,246.98,25.59,19.98,4.81,27.31,0.0,23.51,39.61,0.23,0.0,0.0,47.0,Good
2017-07-13,Delhi,22.44,246.98,25.51,21.59,4.86,28.03,0.0,23.51,39.61,0.27,0.0,0.0,39.0,Good
2017-07-14,Delhi,30.35,246.98,17.2,38.36,5.65,29.06,0.0,23.51,39.61,0.23,0.0,0.0,40.0,Good
2017-07-15,Delhi,32.02,246.98,16.13,77.47,9.24,37.26,0.0,23.51,39.61,0.29,0.0,0.0,56.0,Satisfactory
2017-07-16,Delhi,38.77,246.98,15.56,76.98,8.39,35.52,0.0,23.51,39.61,0.27,0.0,0.0,65.0,Satisfactory
2017-07-17,Delhi,33.56,246.98,31.69,86.61,11.38,43.34,0.0,23.51,39.61,0.36,0.0,0.0,71.0,Satisfactory
2017-07-18,Delhi,37.67,246.98,25.69,126.91,14.1,49.2,0.0,23.51,39.61,0.33,0.0,0.0,97.0,Satisfactory
2017-07-19,Delhi,55.96,246.98,58.31,137.15,19.34,58.22,0.0,23.51,39.61,0.32,0.0,0.0,118.0,Moderate
2017-07-20,Delhi,28.88,246.98,41.13,61.54,11.02,44.64,0.0,23.51,39.61,0.27,0.0,0.0,116.0,Moderate
2017-07-21,Delhi,23.12,246.98,20.56,23.67,4.69,26.97,0.0,23.51,39.61,0.33,0.0,0.0,53.0,Satisfactory
2017-07-22,Delhi,18.54,246.98,20.65,19.9,4.52,23.32,0.0,23.51,39.61,0.03,0.0,0.0,30.0,Good
2017-07-23,Delhi,22.65,246.98,18.67,18.22,3.76,26.79,0.0,23.51,39.61,0.0,0.0,0.0,37.0,Good
2017-07-24,Delhi,17.52,246.98,28.89,19.95,5.21,28.58,0.0,23.51,39.61,0.09,0.0,0.0,35.0,Good
2017-07-25,Delhi,22.17,246.98,21.08,18.1,3.98,28.73,0.0,23.51,39.61,0.36,0.0,0.0,37.0,Good
2017-07-26,Delhi,20.17,246.98,20.61,21.95,4.61,27.09,0.0,23.51,39.61,0.07,0.0,0.0,32.0,Good
2017-07-27,Delhi,24.42,246.98,23.71,25.33,5.12,26.74,0.0,23.51,39.61,0.0,0.0,0.0,41.0,Good
2017-07-28,Delhi,25.71,246.98,23.69,24.07,4.84,25.11,0.0,23.51,39.61,0.13,0.0,0.0,42.0,Good
2017-07-29,Delhi,27.25,246.98,12.65,22.87,3.3,22.45,0.0,23.51,39.61,0.11,0.0,0.0,47.0,Good
2017-07-30,Delhi,10.88,246.98,11.6,20.58,3.53,22.24,0.0,23.51,39.61,0.01,0.0,0.0,30.0,Good
2017-07-31,Delhi,17.1,246.98,28.26,26.19,5.91,32.0,0.0,23.51,39.61,0.15,0.0,0.0,29.0,Good
2017-08-01,Delhi,17.24,246.98,27.25,23.4,5.48,33.36,0.0,23.51,39.61,0.07,0.0,0.0,44.0,Good
2017-08-02,Delhi,27.56,246.98,33.12,26.54,6.7,38.35,0.0,23.51,39.61,0.15,0.0,0.0,40.0,Good
2017-08-03,Delhi,27.29,246.98,28.58,29.16,7.02,34.14,0.0,23.51,39.61,0.18,0.0,0.0,49.0,Good
2017-08-04,Delhi,42.65,246.98,29.66,33.74,7.71,33.24,0.0,23.51,39.61,0.22,0.0,0.0,50.0,Good
2017-08-05,Delhi,53.69,246.98,34.95,42.98,8.68,36.4,0.0,23.51,39.61,0.2,0.0,0.0,88.0,Satisfactory
2017-08-06,Delhi,61.44,246.98,52.38,41.75,10.21,43.5,0.0,23.51,39.61,0.2,0.0,0.0,99.0,Satisfactory
2017-08-07,Delhi,57.42,246.98,25.72,32.2,5.84,33.07,0.0,23.51,39.61,0.24,0.0,0.0,110.0,Moderate
2017-08-08,Delhi,36.58,246.98,36.57,29.91,7.08,36.53,0.0,23.51,39.61,0.38,0.0,0.0,68.0,Satisfactory
2017-08-09,Delhi,50.42,246.98,54.85,48.7,11.34,42.64,0.0,23.51,39.61,0.79,0.0,0.0,73.0,Satisfactory
2017-08-10,Delhi,48.6,246.98,38.47,64.0,10.31,31.22,0.0,23.51,39.61,0.16,0.0,0.0,95.0,Satisfactory
2017-08-11,Delhi,21.83,246.98,24.86,35.39,4.87,17.92,0.0,23.51,39.61,0.07,0.0,0.0,58.0,Satisfactory
2017-08-12,Delhi,21.83,246.98,24.86,35.39,0.0,17.92,0.0,23.51,39.61,0.0,0.0,0.0,45.0,Good
2017-08-15,Delhi,30.12,246.98,13.21,49.91,6.85,18.69,0.0,23.51,39.61,0.08,0.0,0.0,59.0,Satisfactory
2017-08-16,Delhi,35.23,246.98,15.5,64.66,7.81,23.94,0.0,23.51,39.61,0.1,0.0,0.0,53.0,Satisfactory
2017-08-17,Delhi,39.6,246.98,20.73,68.78,8.36,26.78,0.0,23.51,39.61,0.0,0.0,0.0,66.0,Satisfactory
2017-08-18,Delhi,46.25,246.98,22.87,60.15,8.16,24.79,0.0,23.51,39.61,0.02,0.0,0.0,70.0,Satisfactory
2017-08-19,Delhi,35.48,246.98,42.02,39.67,10.06,24.34,0.0,23.51,39.61,0.0,0.0,0.0,70.0,Satisfactory
2017-08-20,Delhi,22.15,246.98,30.13,30.28,7.46,17.65,0.0,23.51,39.61,0.0,0.0,0.0,63.0,Satisfactory
2017-08-21,Delhi,25.5,246.98,18.02,24.42,1.44,12.14,0.0,23.51,39.61,0.0,0.0,0.0,42.0,Good
2017-08-24,Delhi,47.79,246.98,34.6,45.26,6.63,23.83,0.0,23.51,39.61,0.25,0.0,0.0,58.0,Satisfactory
2017-08-25,Delhi,51.33,246.98,24.48,39.3,3.85,18.75,0.0,23.51,39.61,0.37,0.0,0.0,104.0,Moderate
2017-08-30,Delhi,20.5,246.98,24.34,101.89,7.26,38.09,0.0,2.34,13.61,0.11,0.0,0.0,73.0,Satisfactory
2017-08-31,Delhi,41.62,60.15,16.56,50.7,28.34,25.08,0.76,2.34,27.78,0.25,0.35,0.19,94.0,Satisfactory
